,BS_sonic_1,BS_sonic_2,BS_sonic_3,BS_triflic_1,BS_triflic_2,BS_triflic_3,Jurkat_sonic_1,Jurkat_sonic_2,Jurkat_sonic_3,Jurkat_triflic_1,Jurkat_triflic_2,Jurkat_triflic_3,PA_pellet_1,PA_pellet_2,PA_pellet_3,PA_sonic_1,PA_sonic_2,PA_sonic_3,PA_triflic_1,PA_triflic_2,PA_triflic_3
Q9HYT6,,,,,,,,,,,,,10.0,6.0,3.0,7.0,9.0,4.0,5.0,6.0,8.0
Q9HYU2,,,,,,,,,,,,,,,,,,,,2.0,
Q9HYU4,,,,,,,,,,,,,25.0,22.0,19.0,40.0,22.0,10.0,6.0,35.0,39.0
Q9HYU6,,,,,,,,,,,,,2.0,2.0,2.0,,3.0,,15.0,4.0,
Q9HYU8,,,,,,,,,,,,,10.0,6.0,12.0,12.0,8.0,14.0,3.0,7.0,14.0
Q9HYV1,,,,,,,,,,,,,,,,,,,2.0,,3.0
Q9HYV5,,,,,,,,,,,,,,,,2.0,5.0,,,,
Q9HYV6,,,,,,,,,,,,,,,,2.0,,,,,
Q9HYV7,,,,,,,,,,,,,,,,14.0,6.0,7.0,,7.0,3.0
Q9HYV9,,,,,,,,,,,,,,,,8.0,,,,,
Q9HYX0,,,,,,,,,,,,,13.0,9.0,10.0,,,,3.0,5.0,7.0
Q9HYX1,,,,,,,,,,,,,,,,4.0,,4.0,,,
Q9HYX4,,,,,,,,,,,,,,,,,,,,4.0,
Q9HYX7,,,,,,,,,,,,,9.0,6.0,10.0,17.0,15.0,2.0,3.0,9.0,16.0
Q9HYX8,,,,,,,,,,,,,9.0,5.0,11.0,20.0,6.0,11.0,4.0,15.0,13.0
Q9HYY3,,,,,,,,,,,,,4.0,,5.0,6.0,5.0,3.0,,,11.0
Q9HYY4,,,,,,,,,,,,,,3.0,3.0,,,2.0,,,4.0
Q9HYY5,,,,,,,,,,,,,2.0,2.0,,6.0,6.0,,,2.0,2.0
Q9HYY6,,,,,,,,,,,,,2.0,,,,,,,,
Q9HYY9,,,,,,,,,,,,,,,,,14.0,,,,
Q9HYZ0,,,,,,,,,,,,,4.0,3.0,3.0,14.0,6.0,11.0,3.0,5.0,5.0
Q9HYZ3,,,,,,,,,,,,,4.0,,4.0,9.0,10.0,,10.0,5.0,10.0
Q9HYZ4,,,,,,,,,,,,,,,,2.0,8.0,,,,
Q9HYZ5,,,,,,,,,,,,,,,,3.0,,,,2.0,3.0
Q9HYZ6,,,,,,,,,,,,,21.0,19.0,24.0,26.0,51.0,8.0,22.0,52.0,18.0
Q9HYZ7,,,,,,,,,,,,,3.0,,,9.0,4.0,,,7.0,5.0
Q9HYZ9,,,,,,,,,,,,,,,,,,,2.0,2.0,
Q9HZ00,,,,,,,,,,,,,,,,3.0,13.0,,,,
Q9HZ02,,,,,,,,,,,,,5.0,,4.0,,,,,,
Q9HZ07,,,,,,,,,,,,,,,,,,,4.0,,
Q9HZ10,,,,,,,,,,,,,,,,,,,,2.0,
Q9HZ12,,,,,,,,,,,,,,,6.0,,,,,,
Q9HZ14,,,,,,,,,,,,,,,,,3.0,,,,
Q9HZ15,,,,,,,,,,,,,5.0,6.0,,23.0,18.0,2.0,,22.0,17.0
Q9HZ16,,,,,,,,,,,,,,,,4.0,,2.0,,,
Q9HZ19,,,,,,,,,,,,,,,,3.0,4.0,,2.0,3.0,8.0
Q9HZ23,,,,,,,,,,,,,3.0,3.0,6.0,,,,,,
Q9HZ26,,,,,,,,,,,,,5.0,5.0,4.0,4.0,5.0,,4.0,6.0,
Q9HZ27,,,,,,,,,,,,,3.0,,6.0,,,,,,4.0
Q9HZ28,,,,,,,,,,,,,11.0,9.0,2.0,,,,,,3.0
Q9HZ29,,,,,,,,,,,,,,2.0,,,,,,,
Q9HZ32,,,,,,,,,,,,,4.0,2.0,3.0,23.0,15.0,2.0,,,2.0
Q9HZ35,,,,,,,,,,,,,,,,4.0,,,3.0,,2.0
Q9HZ36,,,,,,,,,,,,,,,,6.0,2.0,,,,
Q9HZ38,,,,,,,,,,,,,2.0,,,7.0,,,,7.0,
Q9HZ41,,,,,,,,,,,,,2.0,,,4.0,,,4.0,3.0,3.0
Q9HZ42,,,,,,,,,,,,,,,,,,,5.0,,
Q9HZ46,,,,,,,,,,,,,,,,,,2.0,,,2.0
Q9HZ48,,,,,,,,,,,,,5.0,8.0,,10.0,5.0,18.0,,,5.0
Q9HZ55,,,,,,,,,,,,,5.0,2.0,5.0,19.0,8.0,4.0,,4.0,3.0
Q9HZ61,,,,,,,,,,,,,5.0,8.0,7.0,10.0,4.0,10.0,6.0,5.0,11.0
Q9HZ62,,,,,,,,,,,,,9.0,8.0,2.0,35.0,32.0,8.0,3.0,10.0,11.0
Q9HZ63,,,,,,,,,,,,,11.0,6.0,13.0,21.0,19.0,5.0,30.0,27.0,17.0
Q9HZ64,,,,,,,,,,,,,4.0,,8.0,6.0,4.0,,,,
Q9HZ65,,,,,,,,,,,,,3.0,,,7.0,2.0,2.0,6.0,5.0,4.0
Q9HZ66,,,,,,,,,,,,,3.0,4.0,8.0,24.0,9.0,2.0,5.0,6.0,6.0
Q9HZ67,,,,,,,,,,,,,5.0,3.0,,11.0,3.0,,,3.0,2.0
Q9HZ68,,,,,,,,,,,,,3.0,,3.0,10.0,8.0,4.0,,,3.0
Q9HZ70,,,,,,,,,,,,,,,,,,,,,2.0
Q9HZ71,,,,,,,,,,,,,58.0,99.0,131.0,222.0,282.0,189.0,131.0,136.0,111.0
Q9HZ76,,,,,,,,,,,,,24.0,19.0,23.0,35.0,20.0,12.0,8.0,20.0,26.0
Q9HZ78,,,,,,,,,,,,,28.0,20.0,24.0,7.0,,3.0,2.0,13.0,10.0
Q9HZ80,,,,,,,,,,,,,4.0,3.0,,,,,3.0,2.0,2.0
Q9HZ86,,,,,,,,,,,,,21.0,16.0,30.0,4.0,3.0,2.0,6.0,10.0,18.0
Q9HZ90,,,,,,,,,,,,,,,,,,,,,2.0
Q9HZ93,,,,,,,,,,,,,5.0,4.0,6.0,4.0,,,,,3.0
Q9HZ94,,,,,,,,,,,,,,,,5.0,4.0,,,,4.0
Q9HZ96,,,,,,,,,,,,,,,,5.0,6.0,,4.0,7.0,4.0
Q9HZ97,,,,,,,,,,,,,3.0,,,4.0,,,,2.0,3.0
Q9HZ98,,,,,,,,,,,,,11.0,4.0,5.0,3.0,,,17.0,,6.0
Q9HZA1,,,,,,,,,,,,,24.0,10.0,28.0,,,,,9.0,11.0
Q9HZA2,,,,,,,,,,,,,,,,2.0,,,,,2.0
Q9HZA3,,,,,,,,,,,,,7.0,8.0,12.0,28.0,21.0,8.0,9.0,25.0,22.0
Q9HZA4,,,,,,,,,,,,,18.0,16.0,21.0,14.0,13.0,9.0,30.0,26.0,18.0
Q9HZA6,,,,,,,,,,,,,57.0,37.0,60.0,,,,15.0,10.0,19.0
Q9HZA7,,,,,,,,,,,,,7.0,7.0,10.0,9.0,19.0,,23.0,14.0,8.0
Q9HZA8,,,,,,,,,,,,,,,,,,3.0,6.0,3.0,
Q9HZA9,,,,,,,,,,,,,6.0,5.0,4.0,,,,,,
Q9HZB5,,,,,,,,,,,,,2.0,,2.0,,,,,,
Q9HZB6,,,,,,,,,,,,,,2.0,,14.0,12.0,,14.0,15.0,5.0
Q9HZC0,,,,,,,,,,,,,,,2.0,4.0,2.0,,,,
Q9HZC1,,,,,,,,,,,,,,,,,,,,,2.0
Q9HZC3,,,,,,,,,,,,,,,,4.0,13.0,,,,
Q9HZC4,,,,,,,,,,,,,,2.0,,,,,,,
Q9HZC5,,,,,,,,,,,,,29.0,20.0,23.0,47.0,20.0,16.0,11.0,23.0,44.0
Q9HZC7,,,,,,,,,,,,,,,,5.0,2.0,,,3.0,
Q9HZD2,,,,,,,,,,,,,,,,,,,,3.0,
Q9HZD3,,,,,,,,,,,,,4.0,7.0,5.0,,,,,2.0,
Q9HZD7,,,,,,,,,,,,,,3.0,3.0,,,,,,4.0
Q9HZD8,,,,,,,,,,,,,9.0,6.0,14.0,8.0,4.0,4.0,19.0,7.0,5.0
Q9HZE0,,,,,,,,,,,,,91.0,78.0,84.0,107.0,99.0,72.0,120.0,162.0,108.0
Q9HZE2,,,,,,,,,,,,,,,,,2.0,2.0,,,
Q9HZF2,,,,,,,,,,,,,,,,3.0,,,,,2.0
Q9HZF4,,,,,,,,,,,,,3.0,,6.0,9.0,9.0,,13.0,7.0,9.0
Q9HZF5,,,,,,,,,,,,,,,,4.0,2.0,,,4.0,
Q9HZF6,,,,,,,,,,,,,,,,3.0,,,,,
Q9HZF8,,,,,,,,,,,,,12.0,6.0,16.0,13.0,6.0,4.0,9.0,10.0,8.0
Q9HZF9,,,,,,,,,,,,,2.0,,,,,,2.0,,2.0
Q9HZG0,,,,,,,,,,,,,,,,,,,2.0,,
Q9HZG1,,,,,,,,,,,,,,5.0,,,,,,4.0,
Q9HZG5,,,,,,,,,,,,,,,,11.0,10.0,,,,
Q9HZG8,,,,,,,,,,,,,29.0,38.0,57.0,7.0,,4.0,26.0,5.0,20.0
Q9HZH4,,,,,,,,,,,,,,,,3.0,6.0,2.0,,,
Q9HZH7,,,,,,,,,,,,,3.0,,6.0,2.0,,,2.0,3.0,4.0
Q9HZH8,,,,,,,,,,,,,,,2.0,3.0,,,,2.0,
Q9HZI0,,,,,,,,,,,,,,5.0,4.0,4.0,,,,2.0,
Q9HZI4,,,,,,,,,,,,,9.0,9.0,8.0,61.0,26.0,8.0,14.0,18.0,15.0
Q9HZI5,,,,,,,,,,,,,,,,5.0,,,,3.0,2.0
Q9HZI6,,,,,,,,,,,,,10.0,8.0,10.0,,,,,2.0,4.0
Q9HZI7,,,,,,,,,,,,,,,,,,,2.0,,
Q9HZI9,,,,,,,,,,,,,6.0,6.0,7.0,11.0,7.0,5.0,,4.0,4.0
Q9HZJ2,,,,,,,,,,,,,40.0,27.0,42.0,39.0,31.0,39.0,24.0,20.0,41.0
Q9HZJ3,,,,,,,,,,,,,21.0,14.0,27.0,31.0,25.0,23.0,21.0,15.0,39.0
Q9HZJ5,,,,,,,,,,,,,2.0,4.0,5.0,23.0,20.0,,3.0,6.0,3.0
Q9HZJ6,,,,,,,,,,,,,4.0,,4.0,,,,,,4.0
Q9HZJ9,,,,,,,,,,,,,,,,,,,6.0,,
Q9HZK0,,,,,,,,,,,,,6.0,4.0,9.0,22.0,14.0,4.0,3.0,17.0,14.0
Q9HZK1,,,,,,,,,,,,,,2.0,,4.0,,2.0,,,
Q9HZK2,,,,,,,,,,,,,2.0,,,19.0,13.0,,,4.0,3.0
Q9HZK3,,,,,,,,,,,,,2.0,2.0,8.0,9.0,8.0,5.0,21.0,20.0,13.0
Q9HZK4,,,,,,,,,,,,,55.0,47.0,53.0,90.0,57.0,114.0,41.0,29.0,54.0
Q9HZK6,,,,,,,,,,,,,18.0,8.0,12.0,,,,7.0,9.0,11.0
Q9HZK7,,,,,,,,,,,,,5.0,6.0,2.0,,,,,,
Q9HZK8,,,,,,,,,,,,,2.0,3.0,,,,,,,
Q9HZL1,,,,,,,,,,,,,2.0,3.0,4.0,,,,3.0,,
Q9HZL2,,,,,,,,,,,,,,,,2.0,,,,,
Q9HZL4,,,,,,,,,,,,,,,3.0,3.0,3.0,,,,
Q9HZL5,,,,,,,,,,,,,,,3.0,,,,,,
Q9HZL6,,,,,,,,,,,,,5.0,6.0,3.0,,,,,,
Q9HZM1,,,,,,,,,,,,,3.0,5.0,9.0,,,,,,
Q9HZM4,,,,,,,,,,,,,3.0,,7.0,6.0,,3.0,,2.0,7.0
Q9HZM5,,,,,,,,,,,,,,,,3.0,,,,2.0,
Q9HZM7,,,,,,,,,,,,,,,,,,,,,2.0
Q9HZM8,,,,,,,,,,,,,103.0,62.0,73.0,81.0,55.0,37.0,84.0,78.0,69.0
Q9HZM9,,,,,,,,,,,,,,,,5.0,,,4.0,5.0,3.0
Q9HZN1,,,,,,,,,,,,,12.0,9.0,3.0,,,,2.0,11.0,
Q9HZN2,,,,,,,,,,,,,2.0,,,,,,,,
Q9HZN3,,,,,,,,,,,,,,,,,,2.0,,,
Q9HZN4,,,,,,,,,,,,,11.0,9.0,16.0,39.0,50.0,23.0,33.0,54.0,24.0
Q9HZN7,,,,,,,,,,,,,,,,,,,3.0,,
Q9HZN8,,,,,,,,,,,,,,,,,,,,3.0,
Q9HZN9,,,,,,,,,,,,,3.0,,,3.0,,,,3.0,
Q9HZP0,,,,,,,,,,,,,,,3.0,4.0,,,,2.0,4.0
Q9HZP3,,,,,,,,,,,,,10.0,14.0,4.0,,,,,9.0,3.0
Q9HZP4,,,,,,,,,,,,,,,,,2.0,,,,
Q9HZP5,,,,,,,,,,,,,38.0,20.0,40.0,8.0,11.0,5.0,6.0,,9.0
Q9HZP6,,,,,,,,,,,,,35.0,43.0,47.0,35.0,36.0,73.0,31.0,20.0,72.0
Q9HZP7,,,,,,,,,,,,,711.0,392.0,72.0,233.0,57.0,257.0,537.0,143.0,487.0
Q9HZP8,,,,,,,,,,,,,10.0,6.0,2.0,13.0,4.0,10.0,14.0,4.0,8.0
Q9HZP9,,,,,,,,,,,,,,,,3.0,,,,,
Q9HZQ2,,,,,,,,,,,,,12.0,15.0,19.0,7.0,3.0,,10.0,12.0,11.0
Q9HZQ3,,,,,,,,,,,,,,2.0,,5.0,2.0,,,,
Q9HZQ5,,,,,,,,,,,,,,,,3.0,,,,,
Q9HZQ7,,,,,,,,,,,,,,,,2.0,,,,,
Q9HZS7,,,,,,,,,,,,,9.0,5.0,,,,,,,
Q9HZT0,,,,,,,,,,,,,4.0,2.0,4.0,4.0,6.0,,,,
Q9HZU0,,,,,,,,,,,,,,,,2.0,,,,,
Q9HZU3,,,,,,,,,,,,,,,,2.0,,,,,
Q9HZU4,,,,,,,,,,,,,,,,5.0,2.0,,3.0,,
Q9HZU7,,,,,,,,,,,,,16.0,22.0,5.0,,,,,5.0,
Q9HZV0,,,,,,,,,,,,,,,,,,,2.0,,
Q9HZV2,,,,,,,,,,,,,,,,,,,,,5.0
Q9HZV5,,,,,,,,,,,,,,,,,,,,2.0,
Q9HZV6,,,,,,,,,,,,,,,,,,2.0,,,
Q9HZV8,,,,,,,,,,,,,3.0,7.0,3.0,15.0,5.0,,6.0,7.0,5.0
Q9HZW0,,,,,,,,,,,,,,,,4.0,,,,,
Q9HZW2,,,,,,,,,,,,,,,,,6.0,,,5.0,
Q9HZW4,,,,,,,,,,,,,6.0,,8.0,,,,,3.0,
Q9HZX0,,,,,,,,,,,,,,,,2.0,,,,,
Q9HZX5,,,,,,,,,,,,,4.0,,6.0,,,,,,
Q9HZX9,,,,,,,,,,,,,13.0,5.0,18.0,,,4.0,6.0,2.0,
Q9HZY0,,,,,,,,,,,,,4.0,2.0,,8.0,2.0,,,,
Q9HZY2,,,,,,,,,,,,,3.0,5.0,4.0,,,,,,
Q9HZY6,,,,,,,,,,,,,7.0,6.0,7.0,,,,,,
Q9HZY8,,,,,,,,,,,,,2.0,,,9.0,12.0,6.0,8.0,11.0,8.0
Q9HZZ0,,,,,,,,,,,,,3.0,,7.0,14.0,15.0,,,4.0,5.0
Q9HZZ2,,,,,,,,,,,,,22.0,11.0,14.0,25.0,13.0,26.0,10.0,14.0,14.0
Q9I000,,,,,,,,,,,,,5.0,3.0,5.0,11.0,12.0,,6.0,3.0,
Q9I002,,,,,,,,,,,,,,,,9.0,10.0,6.0,3.0,,2.0
Q9I003,,,,,,,,,,,,,,,,6.0,3.0,,,2.0,2.0
Q9I011,,,,,,,,,,,,,,,,11.0,2.0,,6.0,2.0,3.0
Q9I012,,,,,,,,,,,,,,,8.0,13.0,17.0,8.0,5.0,6.0,7.0
Q9I013,,,,,,,,,,,,,4.0,5.0,2.0,,,,,,
Q9I015,,,,,,,,,,,,,5.0,,,11.0,5.0,5.0,,3.0,3.0
Q9I016,,,,,,,,,,,,,,,,5.0,,,,,
Q9I017,,,,,,,,,,,,,2.0,,,,6.0,,3.0,4.0,3.0
Q9I019,,,,,,,,,,,,,2.0,,,,,,,,
Q9I020,,,,,,,,,,,,,,,,3.0,,2.0,4.0,2.0,4.0
Q9I021,,,,,,,,,,,,,,,,2.0,,,,2.0,
Q9I022,,,,,,,,,,,,,5.0,6.0,3.0,12.0,13.0,,11.0,6.0,2.0
Q9I023,,,,,,,,,,,,,,,,,,,5.0,,
Q9I026,,,,,,,,,,,,,,,2.0,9.0,10.0,,24.0,11.0,5.0
Q9I027,,,,,,,,,,,,,,,,2.0,,,,,
Q9I028,,,,,,,,,,,,,93.0,71.0,106.0,23.0,17.0,15.0,33.0,62.0,60.0
Q9I031,,,,,,,,,,,,,4.0,4.0,5.0,,,,4.0,2.0,2.0
Q9I034,,,,,,,,,,,,,9.0,11.0,4.0,9.0,,7.0,5.0,11.0,9.0
Q9I036,,,,,,,,,,,,,13.0,14.0,10.0,104.0,93.0,56.0,15.0,49.0,23.0
Q9I037,,,,,,,,,,,,,2.0,,3.0,4.0,2.0,2.0,6.0,4.0,8.0
Q9I038,,,,,,,,,,,,,13.0,10.0,14.0,14.0,15.0,3.0,2.0,22.0,17.0
Q9I043,,,,,,,,,,,,,15.0,7.0,28.0,,,,8.0,3.0,
Q9I045,,,,,,,,,,,,,6.0,5.0,2.0,27.0,22.0,12.0,11.0,19.0,5.0
Q9I046,,,,,,,,,,,,,,,,,,3.0,,,
Q9I047,,,,,,,,,,,,,15.0,13.0,13.0,9.0,5.0,7.0,5.0,4.0,12.0
Q9I048,,,,,,,,,,,,,,,,2.0,,,,4.0,
Q9I050,,,,,,,,,,,,,,,2.0,,,,3.0,,
Q9I055,,,,,,,,,,,,,26.0,19.0,31.0,8.0,2.0,,4.0,21.0,7.0
Q9I056,,,,,,,,,,,,,,,2.0,,,4.0,,,
Q9I067,,,,,,,,,,,,,22.0,12.0,5.0,22.0,14.0,6.0,10.0,18.0,23.0
Q9I072,,,,,,,,,,,,,,,,,,,,3.0,
Q9I073,,,,,,,,,,,,,,,,11.0,7.0,5.0,,,3.0
Q9I078,,,,,,,,,,,,,7.0,7.0,15.0,15.0,9.0,12.0,5.0,4.0,3.0
Q9I079,,,,,,,,,,,,,3.0,,4.0,4.0,6.0,2.0,,,
Q9I083,,,,,,,,,,,,,4.0,7.0,8.0,,,,3.0,,
Q9I088,,,,,,,,,,,,,9.0,4.0,9.0,2.0,2.0,4.0,,,
Q9I089,,,,,,,,,,,,,,,,10.0,4.0,4.0,3.0,,4.0
Q9I099,,,,,,,,,,,,,8.0,4.0,15.0,15.0,15.0,10.0,7.0,18.0,11.0
Q9I0A0,,,,,,,,,,,,,19.0,7.0,16.0,27.0,11.0,7.0,,25.0,18.0
Q9I0A2,,,,,,,,,,,,,3.0,,,6.0,,4.0,3.0,6.0,5.0
Q9I0A3,,,,,,,,,,,,,5.0,4.0,3.0,9.0,9.0,3.0,,3.0,8.0
Q9I0A4,,,,,,,,,,,,,14.0,10.0,2.0,39.0,48.0,16.0,15.0,23.0,22.0
Q9I0A7,,,,,,,,,,,,,3.0,2.0,5.0,21.0,18.0,,7.0,7.0,8.0
Q9I0A8,,,,,,,,,,,,,,,,8.0,3.0,,,,
Q9I0B0,,,,,,,,,,,,,4.0,7.0,3.0,8.0,8.0,6.0,,4.0,2.0
Q9I0B1,,,,,,,,,,,,,,,,7.0,,,5.0,3.0,5.0
Q9I0B3,,,,,,,,,,,,,2.0,,,3.0,,,,,3.0
Q9I0B7,,,,,,,,,,,,,3.0,3.0,,12.0,,2.0,,9.0,3.0
Q9I0C1,,,,,,,,,,,,,,,,,,,2.0,,
Q9I0C2,,,,,,,,,,,,,,,,5.0,,,,,
Q9I0C5,,,,,,,,,,,,,2.0,,,6.0,5.0,,7.0,6.0,4.0
Q9I0C9,,,,,,,,,,,,,3.0,,,3.0,,,,,
Q9I0D3,,,,,,,,,,,,,6.0,5.0,8.0,14.0,9.0,4.0,3.0,3.0,7.0
Q9I0D5,,,,,,,,,,,,,3.0,7.0,7.0,25.0,24.0,3.0,47.0,24.0,24.0
Q9I0E3,,,,,,,,,,,,,,,,10.0,11.0,5.0,5.0,5.0,3.0
Q9I0E4,,,,,,,,,,,,,2.0,,,,,,,,
Q9I0E8,,,,,,,,,,,,,,,,,,,2.0,,3.0
Q9I0F0,,,,,,,,,,,,,,,3.0,,,,,2.0,
Q9I0F5,,,,,,,,,,,,,2.0,6.0,4.0,,,,,,
Q9I0F9,,,,,,,,,,,,,,,,18.0,5.0,11.0,,3.0,2.0
Q9I0H1,,,,,,,,,,,,,16.0,19.0,17.0,49.0,18.0,4.0,33.0,25.0,45.0
Q9I0H2,,,,,,,,,,,,,,,,,,,8.0,4.0,
Q9I0H4,,,,,,,,,,,,,3.0,,4.0,,6.0,,,3.0,5.0
Q9I0H9,,,,,,,,,,,,,3.0,,,53.0,43.0,9.0,17.0,50.0,42.0
Q9I0I0,,,,,,,,,,,,,,,,4.0,2.0,2.0,,,
Q9I0I1,,,,,,,,,,,,,,,,2.0,2.0,,,3.0,2.0
Q9I0I2,,,,,,,,,,,,,4.0,,,,,,,,2.0
Q9I0I4,,,,,,,,,,,,,12.0,5.0,28.0,2.0,,,3.0,3.0,4.0
Q9I0I6,,,,,,,,,,,,,14.0,6.0,28.0,,,,3.0,5.0,9.0
Q9I0J1,,,,,,,,,,,,,9.0,6.0,11.0,,,,,,5.0
Q9I0J4,,,,,,,,,,,,,39.0,34.0,22.0,13.0,4.0,,30.0,49.0,19.0
Q9I0J5,,,,,,,,,,,,,24.0,11.0,22.0,,,,4.0,5.0,6.0
Q9I0J6,,,,,,,,,,,,,107.0,76.0,106.0,73.0,113.0,30.0,55.0,94.0,84.0
Q9I0J7,,,,,,,,,,,,,29.0,16.0,23.0,39.0,39.0,15.0,42.0,44.0,32.0
Q9I0J8,,,,,,,,,,,,,8.0,8.0,7.0,22.0,15.0,6.0,3.0,13.0,3.0
Q9I0J9,,,,,,,,,,,,,73.0,57.0,48.0,49.0,28.0,7.0,30.0,47.0,37.0
Q9I0K0,,,,,,,,,,,,,20.0,40.0,4.0,20.0,9.0,3.0,14.0,18.0,25.0
Q9I0K1,,,,,,,,,,,,,,,3.0,,,,,2.0,5.0
Q9I0K4,,,,,,,,,,,,,48.0,22.0,40.0,77.0,48.0,56.0,40.0,52.0,45.0
Q9I0K7,,,,,,,,,,,,,,,,5.0,2.0,3.0,,2.0,
Q9I0K8,,,,,,,,,,,,,8.0,3.0,5.0,4.0,2.0,5.0,6.0,,4.0
Q9I0K9,,,,,,,,,,,,,47.0,22.0,13.0,27.0,7.0,24.0,15.0,25.0,47.0
Q9I0L1,,,,,,,,,,,,,,,,,,,2.0,,
Q9I0L2,,,,,,,,,,,,,10.0,5.0,5.0,20.0,21.0,,3.0,28.0,17.0
Q9I0L3,,,,,,,,,,,,,,,,2.0,,,,,
Q9I0L4,,,,,,,,,,,,,69.0,54.0,80.0,113.0,94.0,67.0,39.0,68.0,74.0
Q9I0L5,,,,,,,,,,,,,323.0,207.0,300.0,460.0,242.0,339.0,266.0,161.0,316.0
Q9I0L6,,,,,,,,,,,,,2.0,5.0,3.0,,,,,,
Q9I0L8,,,,,,,,,,,,,7.0,7.0,8.0,13.0,24.0,6.0,21.0,17.0,8.0
Q9I0M2,,,,,,,,,,,,,35.0,39.0,49.0,81.0,130.0,21.0,18.0,33.0,20.0
Q9I0M3,,,,,,,,,,,,,4.0,2.0,,,3.0,,3.0,2.0,
Q9I0M4,,,,,,,,,,,,,,,,3.0,,8.0,,,
Q9I0M5,,,,,,,,,,,,,,,,7.0,,,2.0,2.0,
Q9I0M6,,,,,,,,,,,,,3.0,,8.0,8.0,10.0,5.0,7.0,3.0,7.0
Q9I0M7,,,,,,,,,,,,,,,2.0,9.0,3.0,,3.0,3.0,4.0
Q9I0M8,,,,,,,,,,,,,,,,,2.0,,,,
Q9I0M9,,,,,,,,,,,,,3.0,5.0,,5.0,,,2.0,4.0,7.0
Q9I0N3,,,,,,,,,,,,,,,,,,,23.0,13.0,
Q9I0P5,,,,,,,,,,,,,2.0,4.0,3.0,21.0,25.0,18.0,12.0,14.0,7.0
Q9I0Q0,,,,,,,,,,,,,9.0,6.0,3.0,,,,3.0,4.0,4.0
Q9I0Q1,,,,,,,,,,,,,,,,2.0,,,,,
Q9I0Q3,,,,,,,,,,,,,4.0,2.0,4.0,,,,,,4.0
Q9I0Q4,,,,,,,,,,,,,,,,,7.0,2.0,9.0,4.0,
Q9I0Q5,,,,,,,,,,,,,3.0,,6.0,,,,,,
Q9I0Q7,,,,,,,,,,,,,,,4.0,8.0,14.0,,6.0,6.0,16.0
Q9I0R1,,,,,,,,,,,,,165.0,93.0,15.0,56.0,257.0,10.0,98.0,39.0,86.0
Q9I0R3,,,,,,,,,,,,,9.0,4.0,15.0,,,,,,5.0
Q9I0R4,,,,,,,,,,,,,3.0,3.0,,7.0,2.0,,,8.0,6.0
Q9I0R5,,,,,,,,,,,,,,,2.0,,,,,,
Q9I0R8,,,,,,,,,,,,,3.0,4.0,13.0,11.0,4.0,9.0,13.0,11.0,7.0
Q9I0R9,,,,,,,,,,,,,,,,4.0,,,,4.0,
Q9I0S0,,,,,,,,,,,,,,,,,,,6.0,,
Q9I0S1,,,,,,,,,,,,,,,,,,,,,3.0
Q9I0S3,,,,,,,,,,,,,,,,30.0,6.0,54.0,,,
Q9I0S7,,,,,,,,,,,,,,,,,,,4.0,,
Q9I0S9,,,,,,,,,,,,,,,,2.0,,,,,
Q9I0T0,,,,,,,,,,,,,6.0,5.0,9.0,8.0,,5.0,,5.0,7.0
Q9I0T1,,,,,,,,,,,,,19.0,14.0,29.0,54.0,38.0,37.0,49.0,29.0,31.0
Q9I0T2,,,,,,,,,,,,,9.0,7.0,,11.0,10.0,2.0,12.0,22.0,5.0
Q9I0T4,,,,,,,,,,,,,,,2.0,,,,,,
Q9I0T9,,,,,,,,,,,,,,,,9.0,5.0,,,,2.0
Q9I0U0,,,,,,,,,,,,,3.0,2.0,4.0,,,,,,2.0
Q9I0U3,,,,,,,,,,,,,3.0,6.0,4.0,,,,2.0,,3.0
Q9I0U4,,,,,,,,,,,,,21.0,12.0,8.0,3.0,4.0,,3.0,9.0,9.0
Q9I0U5,,,,,,,,,,,,,,,,,,,,2.0,
Q9I0U7,,,,,,,,,,,,,3.0,2.0,3.0,3.0,2.0,,,,
Q9I0U9,,,,,,,,,,,,,4.0,2.0,,2.0,,,,2.0,
Q9I0V3,,,,,,,,,,,,,,,,2.0,4.0,2.0,3.0,11.0,4.0
Q9I0V4,,,,,,,,,,,,,,2.0,3.0,3.0,3.0,,,,
Q9I0V5,,,,,,,,,,,,,3.0,,,,,,,,
Q9I0V8,,,,,,,,,,,,,4.0,,,,,,,,
Q9I0W0,,,,,,,,,,,,,,2.0,,,,,,,
Q9I0W2,,,,,,,,,,,,,2.0,,,,,,,,
Q9I0X7,,,,,,,,,,,,,79.0,97.0,100.0,,,3.0,43.0,29.0,140.0
Q9I0X8,,,,,,,,,,,,,12.0,5.0,10.0,22.0,15.0,,9.0,19.0,5.0
Q9I0Y3,,,,,,,,,,,,,3.0,,4.0,4.0,,,,5.0,
Q9I0Y4,,,,,,,,,,,,,,,,,4.0,,,,
Q9I0Z9,,,,,,,,,,,,,,,3.0,4.0,3.0,8.0,19.0,24.0,10.0
Q9I100,,,,,,,,,,,,,,,,3.0,,,,,
Q9I101,,,,,,,,,,,,,,,2.0,,,,,,
Q9I102,,,,,,,,,,,,,2.0,,,,,,,,
Q9I106,,,,,,,,,,,,,,,,4.0,4.0,,,,
Q9I119,,,,,,,,,,,,,3.0,4.0,5.0,3.0,,,,,3.0
Q9I120,,,,,,,,,,,,,2.0,3.0,2.0,,,,,5.0,
Q9I129,,,,,,,,,,,,,,,,,,3.0,,,
